timestamp,station_id,station_name,lat,lon,free_bikes,ward_type
2026-01-17 00:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 00:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 00:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 00:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 00:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 00:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 01:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 01:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 01:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 01:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 01:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 01:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 02:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 02:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 02:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 02:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 02:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 02:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 03:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 03:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 03:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 03:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 03:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,14,Office
2026-01-17 03:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 04:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 04:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 04:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 04:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 04:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 04:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 05:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 05:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 05:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 05:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 05:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 05:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 06:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 06:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 06:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 06:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 06:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 06:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 07:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 07:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 07:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 07:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 07:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 07:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 08:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,13,Office
2026-01-17 08:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,15,Office
2026-01-17 08:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,17,Office
2026-01-17 08:30:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,18,Office
2026-01-17 08:40:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,20,Office
2026-01-17 08:50:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,21,Office
2026-01-17 09:00:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,22,Office
2026-01-17 09:10:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,24,Office
2026-01-17 09:20:00,1,Chiyoda_Station_1,35.678409919641595,139.77504594373968,24,Office
